2.176,0.800000,0.246293,0.473079,0.527052
2.236,0.800000,0.247065,0.490239,0.545052
2.296,0.800000,0.255558,0.800000,0.563052
2.356,0.800000,0.264051,0.800000,0.581052
2.416,0.686923,0.268683,0.800000,0.599053
2.476,0.658181,0.277177,0.800000,0.617052
2.536,0.626631,0.800000,0.800000,0.635053
2.596,0.590768,0.800000,0.800000,0.653052
2.656,0.554904,0.800000,0.800000,0.671052
2.716,0.519040,0.800000,0.800000,0.689052
2.776,0.483177,0.800000,0.800000,0.800000
2.836,0.447312,0.800000,0.800000,0.800000
2.896,0.411449,0.800000,0.800000,0.800000
2.956,0.383532,0.800000,0.800000,0.800000
3.016,0.366220,0.800000,0.800000,0.800000
3.076,0.345644,0.800000,0.800000,0.800000
3.136,0.322131,0.800000,0.800000,0.519659
3.196,0.310407,0.800000,0.800000,0.507413
3.256,0.301618,0.800000,0.800000,0.503001
3.316,0.295842,0.800000,0.800000,0.509808
3.376,0.300079,0.800000,0.800000,0.509932
3.436,0.300862,0.583060,0.800000,0.800000
3.496,0.800000,0.497726,0.800000,0.800000
3.556,0.800000,0.451165,0.800000,0.800000
3.616,0.800000,0.440924,0.800000,0.800000
3.676,0.800000,0.423990,0.800000,0.800000
3.736,0.800000,0.419858,0.800000,0.800000
3.796,0.800000,0.419536,0.800000,0.800000
3.856,0.800000,0.414085,0.103316,0.800000
3.916,0.800000,0.565467,0.093100,0.800000
3.976,0.800000,0.394188,0.081353,0.800000
4.036,0.800000,0.389438,0.068495,0.800000
4.096,0.800000,0.379719,0.054956,0.800000
4.156,0.800000,0.373805,0.041161,0.800000
