(-0.200269, -0.479613, 109.20),  cut
(-0.199354, -0.465837, 110.64),  cut
(-0.190927, -0.456986, 109.20),  cut
(-0.188309, -0.445335, 110.64),  cut
(-0.157794, -0.452154, 109.20),  cut
(-0.154089, -0.43829, 110.64),  cut
(-0.144124, -0.431126, 109.20),  cut
(-0.139193, -0.419598, 55.82),  cut
(-0.128152, -0.412422, 55.82),  cut
(-0.070179, -0.525764, 55.82),  cut
(-0.058359, -0.534003, 55.82),  cut
(-0.049453, -0.544265, 55.82),  cut
(-0.041228, -0.553911, 94.16),  cut
(-0.033096, -0.563661, 91.12),  cut
(-0.020662, -0.565679, 55.82),  cut
(-0.009671, -0.570629, 55.82),  cut
(0.000405, -0.579797, 55.82),  cut
(0.008953, -0.591956, 55.82),  cut
(0.016543, -0.603655, 55.82),  cut
(0.023821, -0.61631, 55.82),  reached
(0.276037, 0.646165, 78.70),  cut
(0.276015, 0.646206, 78.70),  cut
(0.275992, 0.646246, 78.70),  cut
(0.275971, 0.646285, 78.71),  cut
(0.275949, 0.646324, 78.71),  cut
(0.275928, 0.646363, 78.71),  cut
(0.275905, 0.646406, 78.71),  cut
(0.275883, 0.646444, 78.71),  cut
(0.275862, 0.646483, 78.71),  cut
(0.164145, -0.633415, 85.01),  cut
(0.165789, -0.625178, 78.71),  cut
(0.173506, -0.621521, 78.71),  cut
(0.183761, -0.628895, 78.71),  cut
(0.191645, -0.637954, 78.71),  reached
(0.275862, 0.646483, 78.71),  cut
(0.864504, 0.436672, 57.95),  cut
(0.864478, 0.436672, 57.85),  cut
(0.864452, 0.436672, 57.78),  cut
(0.864429, 0.436672, 57.78),  cut
(0.864406, 0.436671, 57.78),  cut
(0.864394, 0.436671, 57.78),  cut
(0.864376, 0.436671, 57.78),  cut
(0.86436, 0.436671, 57.78),  cut
(0.864339, 0.436671, 57.78),  cut
(0.864318, 0.436671, 57.78),  cut
(0.864299, 0.43667, 57.78),  cut
(0.864273, 0.43667, 57.78),  cut
(0.864247, 0.43667, 57.79),  cut
(0.364975, -0.496439, 61.85),  cut
(0.369653, -0.488971, 57.79),  cut
(0.35069, -0.662373, 61.47),  cut
(0.356918, -0.660877, 58.97),  cut
(0.36852, -0.664336, 60.89),  cut
(0.419903, -0.512135, 58.97),  cut
(0.384054, -0.683396, 60.89),  cut
(0.427808, -0.495626, 58.97),  cut
(0.434035, -0.498272, 60.89),  cut
(0.446745, -0.499318, 58.97),  cut
(0.423833, -0.678934, 60.89),  cut
(0.467818, -0.486654, 58.97),  cut
(0.442884, -0.677123, 60.89),  cut
(0.484238, -0.491452, 59.13),  cut
(0.459466, -0.680421, 60.73),  cut
(0.506632, -0.49153, 59.13),  cut
(0.5084, -0.492313, 60.57),  cut
(0.524429, -0.494732, 59.13),  cut
(0.501489, -0.674776, 60.57),  cut
(0.510146, -0.670806, 59.13),  cut
(0.520646, -0.677142, 60.57),  cut
(0.561606, -0.499555, 59.13),  cut
(0.567913, -0.505864, 60.57),  cut
(0.579982, -0.503606, 59.13),  cut
(0.573669, -0.472539, 60.57),  cut
(0.587085, -0.469292, 59.13),  cut
(0.577985, -0.669933, 60.57),  cut
(0.619371, -0.624569, 59.13),  cut
(0.574323, -0.682292, 60.57),  cut
(0.624231, -0.465929, 59.13),  cut
(0.629421, -0.473316, 60.57),  cut
(0.640106, -0.473505, 59.13),  cut
(0.646872, -0.46199, 60.57),  cut
(0.659427, -0.456439, 59.13),  cut
(0.666672, -0.445459, 60.57),  cut
(0.679698, -0.439533, 59.13),  cut
(0.686949, -0.428558, 60.57),  cut
(0.699029, -0.423371, 59.13),  cut
(0.711751, -0.407715, 60.57),  cut
(0.723961, -0.402684, 59.13),  cut
(0.731572, -0.391205, 60.57),  cut
(0.75843, -0.407789, 59.13),  cut
(0.766126, -0.396327, 57.79),  reached
(0.862669, 0.436653, 83.39),  cut
(0.86264, 0.436653, 83.39),  cut
(0.862614, 0.436653, 83.39),  cut
(0.862587, 0.436653, 83.39),  cut
(0.86256, 0.436652, 83.40),  cut
(0.862535, 0.436652, 83.40),  cut
(0.862509, 0.436652, 83.40),  cut
(0.862484, 0.436652, 83.40),  cut
(0.862458, 0.436651, 83.40),  cut
(0.86243, 0.436651, 83.41),  cut
(0.862401, 0.436651, 83.41),  cut
(0.862372, 0.43665, 83.41),  cut
(0.862346, 0.43665, 83.41),  cut
(0.862317, 0.43665, 83.41),  cut
(0.862291, 0.43665, 83.42),  cut
(0.862262, 0.436649, 83.42),  cut
(0.862236, 0.436649, 83.42),  cut
(0.862208, 0.436649, 83.42),  cut
(0.862182, 0.436648, 83.43),  cut
(0.862156, 0.436648, 83.43),  cut
(0.862131, 0.436648, 83.43),  cut
(0.862102, 0.436648, 83.43),  cut
(0.862075, 0.436647, 83.43),  cut
(0.769393, -0.368518, 83.43),  cut
(0.770902, -0.355405, 83.43),  cut
(0.76946, -0.367922, 83.43),  cut
(0.76795, -0.381035, 83.43),  reached
(0.862075, 0.436647, 83.43),  cut
(0.936991, 0.465414, 78.71),  cut
(0.9371, 0.465393, 78.66),  cut
(0.273032, 0.651628, 116.04),  cut
(0.273009, 0.651671, 116.31),  cut
(0.272987, 0.651709, 116.36),  cut
(0.272965, 0.65175, 116.36),  cut
(0.272942, 0.651791, 116.36),  cut
(0.272919, 0.651834, 116.36),  cut
(0.272895, 0.651876, 116.36),  cut
(0.272873, 0.651917, 116.36),  cut
(0.272851, 0.651958, 116.36),  cut
(0.272828, 0.651999, 116.36),  cut
(0.272806, 0.65204, 116.36),  cut
(0.272783, 0.65208, 116.36),  cut
(0.272749, 0.652142, 116.36),  cut
(0.272726, 0.652185, 116.36),  cut
(0.272703, 0.652226, 116.36),  cut
(0.27268, 0.652269, 116.36),  cut
(0.679195, -0.385115, 111.40),  cut
(0.675465, -0.377588, 116.36),  cut
(0.666777, -0.381475, 114.12),  cut
(0.666123, -0.394345, 116.36),  cut
(0.659171, -0.411713, 116.36),  reached
(0.27268, 0.652269, 116.36),  cut
(0.941013, 0.464638, 72.17),  cut
(0.941127, 0.464616, 71.92),  cut
(0.860502, 0.436631, 76.36),  cut
(0.860458, 0.436631, 76.43),  cut
(0.860431, 0.43663, 76.44),  cut
(0.860402, 0.43663, 76.44),  cut
(0.860374, 0.43663, 76.44),  cut
(0.860347, 0.436629, 76.44),  cut
(0.578938, -0.461082, 72.60),  cut
(0.572083, -0.44033, 86.60),  cut
(0.558879, -0.443168, 83.24),  cut
(0.55537, -0.456689, 85.80),  cut
(0.542525, -0.460757, 83.56),  cut
(0.520728, -0.454113, 85.80),  cut
(0.509033, -0.458013, 83.72),  cut
(0.497359, -0.473711, 85.80),  cut
(0.483221, -0.476482, 83.72),  cut
(0.475622, -0.488678, 85.80),  cut
(0.461569, -0.491574, 83.72),  cut
(0.442004, -0.480206, 85.80),  cut
(0.441886, -0.505297, 83.72),  cut
(0.419927, -0.493399, 85.80),  cut
(0.408198, -0.494983, 84.04),  cut
(0.392697, -0.508406, 85.80),  cut
(0.370673, -0.484539, 84.04),  cut
(0.360494, -0.494426, 85.80),  cut
(0.347833, -0.493271, 84.04),  cut
(0.336842, -0.500945, 85.80),  cut
(0.317066, -0.501283, 84.04),  cut
(0.30614, -0.509208, 85.80),  cut
(0.293319, -0.50769, 84.04),  cut
(0.282369, -0.515524, 85.80),  cut
(0.268978, -0.514197, 84.04),  cut
(0.25917, -0.521659, 85.80),  cut
(0.24056, -0.521711, 84.04),  cut
(0.229627, -0.529612, 85.80),  cut
(0.216225, -0.52824, 84.04),  cut
(0.205275, -0.536076, 85.80),  cut
(0.19189, -0.534768, 84.04),  cut
(0.180917, -0.542519, 85.80),  cut
(0.161152, -0.542898, 84.04),  cut
(0.150214, -0.550779, 85.80),  cut
(0.132122, -0.52373, 84.04),  cut
(0.120381, -0.531706, 85.80),  cut
(0.107535, -0.528523, 84.04),  cut
(0.095376, -0.53413, 85.80),  cut
(0.077037, -0.530932, 84.04),  cut
(0.064894, -0.536756, 85.80),  cut
(0.051937, -0.533125, 84.04),  cut
(0.039786, -0.538853, 85.80),  cut
(0.314695, -0.566392, 84.04),  cut
(0.013015, -0.567346, 85.80),  cut
(0.019342, -0.565601, 84.04),  cut
(0.01527, -0.57302, 85.80),  cut
(0.001829, -0.571495, 76.44),  reached
(0.858589, 0.436611, 49.64),  cut
(0.858559, 0.436611, 49.64),  cut
(0.85853, 0.43661, 49.64),  cut
(0.858505, 0.43661, 49.64),  cut
(0.858477, 0.43661, 49.64),  cut
(0.858435, 0.43661, 49.64),  cut
(0.858407, 0.436609, 49.65),  cut
(0.858378, 0.436609, 49.65),  cut
(0.85835, 0.436609, 49.65),  cut
(0.858323, 0.436608, 49.65),  cut
(0.858294, 0.436608, 49.65),  cut
(0.858266, 0.436608, 49.65),  cut
(0.858239, 0.436607, 49.65),  cut
(0.858211, 0.436607, 49.65),  cut
(0.858185, 0.436607, 49.65),  cut
(0.858147, 0.436607, 49.66),  cut
(0.858118, 0.436606, 49.66),  cut
(0.85809, 0.436606, 49.66),  cut
(0.858064, 0.436606, 49.66),  cut
(0.858037, 0.436605, 49.66),  cut
(0.270171, 0.656829, 81.68),  cut
(0.270151, 0.656866, 81.89),  cut
(0.270129, 0.656906, 81.96),  cut
(0.270106, 0.656947, 81.96),  cut
(0.270085, 0.656986, 81.96),  cut
(0.270063, 0.657027, 81.96),  cut
(0.270027, 0.657091, 81.97),  cut
(0.270004, 0.657134, 81.97),  cut
(0.269981, 0.657174, 81.97),  cut
(0.269958, 0.657217, 81.97),  cut
(0.269936, 0.657256, 81.97),  cut
(0.269914, 0.657297, 81.98),  cut
(0.269891, 0.657339, 81.98),  cut
(0.269868, 0.65738, 81.98),  cut
(0.269833, 0.657444, 81.98),  cut
(0.26981, 0.657485, 81.98),  cut
(0.269787, 0.657528, 81.98),  cut
(0.269764, 0.657569, 81.99),  cut
(0.269742, 0.657609, 81.99),  cut
(0.26972, 0.65765, 81.99),  cut
(0.269697, 0.657691, 81.99),  cut
(0.269674, 0.657734, 81.99),  cut
(0.269641, 0.657794, 82.00),  cut
(0.269618, 0.657835, 82.00),  cut
(0.269595, 0.657877, 82.00),  cut
(0.269572, 0.657918, 82.00),  cut
(0.26955, 0.657959, 82.00),  cut
(0.269528, 0.657998, 82.00),  cut
(0.269507, 0.658037, 82.01),  cut
(0.269473, 0.658099, 82.01),  cut
(0.269449, 0.658141, 82.01),  cut
(0.269426, 0.658184, 82.01),  cut
(0.269402, 0.658227, 82.02),  cut
(0.26938, 0.658268, 82.02),  cut
(0.269356, 0.65831, 82.02),  cut
(0.269335, 0.658349, 82.02),  cut
(0.269312, 0.658392, 82.02),  cut
(0.269288, 0.658435, 82.03),  cut
(0.269266, 0.658476, 82.03),  cut
(0.269233, 0.658536, 82.03),  cut
(0.269209, 0.658578, 82.03),  cut
(0.269187, 0.658619, 82.04),  cut
(0.269164, 0.65866, 82.04),  cut
(0.269143, 0.658699, 82.04),  cut
(0.269119, 0.658742, 82.04),  cut
(0.269097, 0.658782, 82.04),  cut
(0.269076, 0.658821, 82.05),  cut
(0.269052, 0.658864, 82.05),  cut
(0.269018, 0.658926, 82.05),  cut
(0.268994, 0.658969, 82.05),  cut
(0.268971, 0.659012, 82.06),  cut
(0.268949, 0.65905, 82.06),  cut
(0.268926, 0.659093, 82.06),  cut
(0.268902, 0.659136, 82.07),  cut
(0.268879, 0.659179, 82.07),  cut
(0.268846, 0.659239, 82.07),  cut
(0.268821, 0.659283, 82.07),  cut
(0.268799, 0.659324, 82.08),  cut
(0.268776, 0.659365, 82.08),  cut
(0.268754, 0.659406, 82.08),  cut
(0.268733, 0.659445, 82.09),  cut
(0.268705, 0.659495, 82.09),  cut
(0.268681, 0.659538, 82.09),  cut
(0.268661, 0.659575, 82.09),  cut
(0.268644, 0.659606, 82.10),  cut
(0.268628, 0.659635, 82.10),  cut
(0.268611, 0.659666, 82.10),  cut
(0.268589, 0.659705, 82.10),  cut
(0.268568, 0.659744, 82.11),  cut
(0.309771, 0.254708, 95.81),  cut
(0.31143, 0.266811, 82.11),  cut
(0.314742, 0.279629, 84.99),  cut
(0.325389, 0.282413, 83.07),  cut
(0.329789, 0.290836, 84.19),  cut
(0.339618, 0.296175, 83.07),  cut
(0.350579, 0.310762, 84.19),  cut
(0.361383, 0.316819, 83.07),  cut
(0.366679, 0.326045, 84.19),  cut
(0.377444, 0.332143, 83.07),  cut
(0.384057, 0.342596, 84.19),  cut
(0.394786, 0.348731, 83.07),  cut
(0.406162, 0.363752, 84.19),  cut
(0.41652, 0.369407, 83.07),  cut
(0.423982, 0.380709, 84.19),  cut
(0.435179, 0.387223, 83.07),  cut
(0.441811, 0.397655, 84.19),  cut
(0.45779, 0.408718, 83.07),  cut
(0.464792, 0.419632, 84.19),  cut
(0.476439, 0.426544, 83.07),  cut
(0.48349, 0.437406, 84.19),  cut
(0.494666, 0.443942, 83.07),  cut
(0.501318, 0.454354, 84.19),  cut
(0.515539, 0.463784, 83.07),  cut
(0.522124, 0.474266, 84.19),  cut
(0.532891, 0.480361, 83.07),  cut
(0.537348, 0.488728, 84.19),  cut
(0.544591, 0.491565, 83.07),  cut
(0.551665, 0.502404, 84.19),  cut
(0.559822, 0.50602, 83.07),  cut
(0.565122, 0.515242, 84.19),  cut
(0.554249, 0.536757, 83.07),  cut
(0.556561, 0.542399, 84.03),  cut
(0.564217, 0.547895, 83.07),  cut
(0.567545, 0.316791, 84.03),  cut
(0.571586, 0.32355, 83.07),  cut
(0.578941, 0.319088, 84.03),  cut
(0.591169, 0.553643, 83.07),  cut
(0.595477, 0.545656, 84.03),  cut
(0.607666, 0.551515, 83.07),  cut
(0.612388, 0.562932, 84.03),  cut
(0.621594, 0.571049, 83.07),  cut
(0.622861, 0.336992, 84.03),  cut
(0.604853, 0.332931, 83.07),  cut
(0.64423, 0.584917, 84.03),  cut
(0.62853, 0.585477, 83.07),  cut
(0.632071, 0.594143, 84.03),  cut
(0.639764, 0.603709, 83.07),  cut
(0.455685, 0.568867, 84.03),  cut
(0.465266, 0.586969, 83.07),  cut
(0.453536, 0.591272, 84.03),  cut
(0.445405, 0.600441, 82.11),  cut
(0.434238, 0.605519, 82.11),  reached
(0.577887, 0.692887, 31.31),  cut
(0.577892, 0.692894, 31.31),  cut
(0.577898, 0.692902, 31.31),  cut
(0.577903, 0.69291, 31.31),  cut
(0.57824, 0.693353, 31.39),  cut
(0.579772, 0.695538, 31.82),  cut
(0.581457, 0.697942, 32.33),  cut
(0.583142, 0.700346, 32.87),  cut
(0.584751, 0.70264, 33.40),  cut
(0.511859, 0.768622, 81.02),  cut
(0.513341, 0.770576, 83.32),  cut
(0.52042, 0.77969, 80.99),  cut
(0.527251, 0.788476, 78.41),  cut
(0.535058, 0.798517, 75.70),  cut
(0.542539, 0.808139, 73.37),  cut
(0.549371, 0.816925, 71.46),  cut
(0.555876, 0.825293, 69.83),  cut
(0.610077, 0.806098, 44.72),  cut
(0.60886, 0.810201, 44.82),  cut
(0.643218, 0.800715, 32.32),  cut
(0.64426, 0.806398, 33.27),  cut
(0.645166, 0.811339, 34.82),  cut
(0.646118, 0.816528, 36.59),  cut
(0.647114, 0.821963, 38.48),  cut
(0.648066, 0.827152, 40.29),  cut
(0.649062, 0.832587, 42.21),  cut
(0.634271, 0.926119, 69.58),  cut
(0.642078, 0.93616, 69.76),  cut
(0.64956, 0.945783, 68.57),  cut
(0.656716, 0.954987, 67.47),  cut
(0.664523, 0.965028, 66.36),  cut
(0.672655, 0.975487, 65.30),  cut
(0.680137, 0.985109, 64.40),  cut
(0.686581, 0.988624, 63.02),  cut
(0.695221, 0.9837, 59.62),  cut
(0.701827, 0.979936, 56.75),  cut
(0.707672, 0.976605, 54.10),  cut
(0.713516, 0.973275, 51.30),  cut
(0.719361, 0.969944, 48.36),  cut
(0.724951, 0.966759, 45.39),  cut
(0.730541, 0.963573, 42.28),  cut
(0.736131, 0.960388, 39.03),  cut
(0.741976, 0.957057, 35.46),  cut
(0.25, 0.65, None),  cut
(0.85, 0.45, -68.52),  cut
(0.972675, 0.458527, -53.49),  cut
(0.972799, 0.458503, -53.15),  cut
(0.972913, 0.458481, -53.11),  cut
(0.852451, 0.436547, -69.82),  cut
(0.852421, 0.436547, -70.23),  cut
(0.852389, 0.436547, -70.40),  cut
(0.852356, 0.436546, -70.40),  cut
(0.852325, 0.436546, -70.41),  cut
(0.85228, 0.436546, -70.42),  cut
(0.852249, 0.436545, -70.42),  cut
(0.85222, 0.436545, -70.43),  cut
(0.852191, 0.436545, -70.43),  cut
(0.852161, 0.436544, -70.44),  cut
(0.852132, 0.436544, -70.45),  cut
(0.852089, 0.436544, -70.45),  cut
(0.852059, 0.436543, -70.46),  cut
(0.85203, 0.436543, -70.47),  cut
(0.852001, 0.436543, -70.47),  cut
(0.851972, 0.436542, -70.48),  cut
(0.851926, 0.436542, -70.49),  cut
(0.851893, 0.436542, -70.50),  cut
(0.851862, 0.436541, -70.51),  cut
(0.851832, 0.436541, -70.52),  cut
(0.851801, 0.436541, -70.53),  cut
(0.851753, 0.43654, -70.55),  cut
(0.851723, 0.43654, -70.56),  cut
(0.85169, 0.43654, -70.57),  cut
(0.851661, 0.436539, -70.58),  cut
(0.851615, 0.436539, -70.60),  cut
(0.976469, 0.457795, -28.51),  cut
(0.976588, 0.457772, -26.54),  cut
(0.976707, 0.457749, -26.17),  cut
(0.976831, 0.457725, -26.15),  cut
(0.976956, 0.457701, -26.14),  cut
(0.977137, 0.457666, -26.12),  cut
(0.978428, 0.456636, -26.27),  cut
(0.810502, -0.709914, -92.82),  cut
(0.810528, -0.709916, -93.22),  cut
(0.810554, -0.709919, -93.36),  cut
(0.810581, -0.709922, -93.35),  cut
(0.81062, -0.709925, -93.35),  cut
(0.810649, -0.709928, -93.35),  cut
(0.810674, -0.709931, -93.35),  cut
(0.810701, -0.709934, -93.35),  cut
(0.810729, -0.709936, -93.35),  cut
(0.810756, -0.709939, -93.35),  cut
(0.810783, -0.709942, -93.34),  cut
(0.810823, -0.709946, -93.34),  cut
(0.810851, -0.709948, -93.34),  cut
(0.810875, -0.709951, -93.34),  cut
(0.810903, -0.709953, -93.34),  cut
(0.810943, -0.709957, -93.34),  cut
(0.81097, -0.70996, -93.33),  cut
(0.810996, -0.709963, -93.33),  cut
(0.811023, -0.709965, -93.33),  cut
(0.811063, -0.709969, -93.33),  cut
(0.811089, -0.709972, -93.33),  cut
(0.811114, -0.709974, -93.33),  cut
(0.811141, -0.709977, -93.32),  cut
(0.811173, -0.70998, -93.32),  cut
(0.811199, -0.709983, -93.32),  cut
(0.811223, -0.709985, -93.32),  cut
(0.811243, -0.709987, -93.32),  cut
(0.811263, -0.709989, -93.32),  cut
(0.811303, -0.709993, -93.31),  cut
(0.81133, -0.709995, -93.31),  cut
(0.81134, -0.709996, -93.31),  cut
(0.811341, -0.709997, -93.31),  cut
(0.811358, -0.709998, -93.31),  cut
(0.811397, -0.710002, -93.31),  cut
(0.811421, -0.710004, -93.31),  cut
(0.81145, -0.710007, -93.31),  cut
(0.811477, -0.71001, -93.30),  cut
(0.811502, -0.710012, -93.30),  cut
(0.811515, -0.710014, -93.30),  cut
(0.811539, -0.710016, -93.30),  cut
(0.81156, -0.710018, -93.30),  cut
(0.811588, -0.710021, -93.30),  cut
(0.811616, -0.710024, -93.29),  cut
(0.811654, -0.710027, -93.29),  cut
(0.811678, -0.71003, -93.29),  cut
(0.811706, -0.710033, -93.29),  cut
(0.811732, -0.710035, -93.29),  cut
(0.811757, -0.710038, -93.28),  cut
(0.811799, -0.710042, -93.28),  cut
(0.811826, -0.710044, -93.28),  cut
(0.81185, -0.710047, -93.28),  cut
(0.811868, -0.710048, -93.27),  cut
(0.811893, -0.710051, -93.27),  cut
(0.811929, -0.710055, -93.27),  cut
(0.811955, -0.710057, -93.27),  cut
(0.811983, -0.71006, -93.27),  cut
(0.812008, -0.710062, -93.26),  cut
(0.812025, -0.710064, -93.26),  cut
(0.812057, -0.710067, -93.26),  cut
(0.812076, -0.710069, -93.26),  cut
(0.812096, -0.710071, -93.26),  cut
(0.812118, -0.710073, -93.25),  cut
(0.81214, -0.710075, -93.25),  cut
(0.812162, -0.710077, -93.25),  cut
(0.812187, -0.71008, -93.25),  cut
(0.812212, -0.710082, -93.25),  cut
(0.812232, -0.710084, -93.24),  cut
(0.812254, -0.710087, -93.24),  cut
(0.812287, -0.71009, -93.24),  cut
(0.812308, -0.710092, -93.24),  cut
(0.812325, -0.710093, -93.23),  cut
(0.812368, -0.710098, -93.23),  cut
(0.812374, -0.710098, -93.23),  cut
(0.812398, -0.710101, -93.23),  cut

# Waypoint History - Started at 2026-03-07 12:02:44 - Random Seed 1010
(0.81247, -0.710108, -93.22),  cut
(-0.608737, -0.038641, -7.48),  cut
(-0.608766, -0.038653, -7.19),  cut
(-0.60879, -0.038662, -7.04),  cut
(-0.608819, -0.038673, -7.05),  cut
(-0.608847, -0.038684, -7.05),  cut
(-0.608876, -0.038696, -7.05),  cut
(-0.608907, -0.038707, -7.05),  cut
(-0.608937, -0.038719, -7.06),  cut
(-0.608982, -0.038737, -7.06),  cut
(-0.609011, -0.038748, -7.07),  cut
(-0.609042, -0.03876, -7.07),  cut
(-0.609072, -0.038772, -7.08),  cut
(-0.609103, -0.038784, -7.08),  cut
(-0.609136, -0.038797, -7.08),  cut
(-0.609164, -0.038808, -7.09),  cut
(-0.609209, -0.038825, -7.10),  cut
(-0.609242, -0.038838, -7.10),  cut
(-0.609275, -0.038851, -7.11),  cut
(-0.609302, -0.038861, -7.11),  cut
(-0.609332, -0.038873, -7.12),  cut
(-0.609363, -0.038885, -7.12),  cut
(-0.609408, -0.038902, -7.13),  cut
(-0.609439, -0.038914, -7.14),  cut
(-0.609469, -0.038926, -7.14),  cut
(-0.609496, -0.038937, -7.15),  cut
(-0.609529, -0.038949, -7.16),  cut
(-0.609557, -0.038961, -7.16),  cut
(-0.609604, -0.038979, -7.17),  cut
(-0.532464, -0.114405, -25.02),  cut
(-0.532483, -0.114397, -25.53),  cut
(-0.532502, -0.11439, -25.71),  cut
(-0.53253, -0.114379, -25.71),  cut
(-0.53255, -0.114372, -25.71),  cut
(-0.53257, -0.114364, -25.71),  cut
(-0.53259, -0.114357, -25.71),  cut
(-0.532619, -0.114346, -25.71),  cut
(-0.532639, -0.114338, -25.71),  cut
(-0.53266, -0.11433, -25.71),  cut
(-0.53268, -0.114323, -25.71),  cut
(-0.532698, -0.114316, -25.71),  cut
(-0.53273, -0.114304, -25.72),  cut
(-0.53275, -0.114296, -25.72),  cut
(-0.448581, 0.05237, 31.47),  cut
(-0.44854, 0.05242, 32.89),  cut
(-0.44848, 0.052493, 33.53),  cut
(-0.448438, 0.052543, 33.53),  cut
(-0.448397, 0.052594, 33.54),  cut
(-0.44834, 0.052663, 33.55),  cut
(-0.448296, 0.052717, 33.55),  cut
(-0.448257, 0.052764, 33.56),  cut
(-0.448218, 0.052812, 33.57),  cut
(-0.448158, 0.052884, 33.58),  cut
(-0.448116, 0.052935, 33.58),  cut
(-0.448072, 0.052989, 33.59),  cut
(-0.44803, 0.053039, 33.60),  cut
(-0.447968, 0.053115, 33.61),  cut
(-0.447926, 0.053165, 33.62),  cut
(-0.447882, 0.053219, 33.63),  cut
(-0.029819, -0.100944, -10.31),  cut
(-0.029889, -0.100955, -10.78),  cut
(-0.029963, -0.100967, -10.91),  cut
(-0.030037, -0.100979, -10.91),  cut
(-0.030143, -0.100997, -10.91),  cut
(-0.030222, -0.10101, -10.92),  cut
(-0.0303, -0.101023, -10.92),  cut
(-0.030411, -0.101041, -10.93),  cut
(-0.03049, -0.101053, -10.93),  cut
(-0.030564, -0.101066, -10.93),  cut
(-0.030633, -0.101077, -10.94),  cut
(-0.030744, -0.101095, -10.94),  cut
(-0.030818, -0.101107, -10.94),  cut
(-0.030924, -0.101124, -10.95),  cut
(-0.030993, -0.101136, -10.95),  cut
(-0.031072, -0.101149, -10.96),  cut
(-0.031183, -0.101167, -10.96),  cut
(-0.031257, -0.101179, -10.97),  cut
(-0.031335, -0.101192, -10.97),  cut
(-0.031409, -0.101204, -10.97),  cut
(-0.031516, -0.101221, -10.98),  cut
(-0.03159, -0.101233, -10.98),  cut
(-0.031668, -0.101246, -10.99),  cut
(-0.031779, -0.101264, -11.00),  cut
(-0.031853, -0.101276, -11.00),  cut
(-0.031927, -0.101288, -11.00),  cut
(-0.032038, -0.101306, -11.01),  cut
(-0.032112, -0.101319, -11.02),  cut
(-0.03219, -0.101331, -11.02),  cut
(-0.032301, -0.10135, -11.03),  cut
(-0.032375, -0.101362, -11.03),  cut
(-0.032459, -0.101375, -11.04),  cut
(-0.032569, -0.101393, -11.05),  cut
(-0.032643, -0.101405, -11.05),  cut
(-0.032722, -0.101418, -11.06),  cut
(-0.032833, -0.101436, -11.07),  cut
(-0.032916, -0.10145, -11.08),  cut
(-0.03299, -0.101462, -11.08),  cut
(-0.033101, -0.10148, -11.09),  cut
(-0.033175, -0.101492, -11.10),  cut
(-0.033286, -0.10151, -11.11),  cut
(-0.033355, -0.101522, -11.12),  cut
(-0.033434, -0.101535, -11.13),  cut
(-0.03354, -0.101552, -11.14),  cut
(-0.033609, -0.101563, -11.14),  cut
