0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.720,1.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.200,1.440,1.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.440,1.680,1.920,2.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.680,1.920,2.160,2.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.680,1.920,2.160,2.400,3.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.920,1.920,2.160,2.400,3.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.920,2.160,2.160,2.400,3.120,3.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
