25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000
25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,3.000,3.000,3.000,25.000,25.000,25.000,25.000,25.000
25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,3.000,3.000,3.000,3.000,3.000,25.000,25.000,25.000,25.000
25.000,25.000,25.000,25.000,25.000,25.000,25.000,6.000,2.000,25.000,25.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,25.000,25.000
25.000,25.000,25.000,25.000,25.000,25.000,25.000,2.000,2.000,2.000,5.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,25.000,25.000
25.000,25.000,25.000,25.000,25.000,25.000,6.000,2.000,2.000,2.000,2.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,25.000
25.000,25.000,25.000,25.000,25.000,6.000,2.000,2.000,2.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,25.000
25.000,25.000,25.000,25.000,25.000,2.000,2.000,2.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
25.000,25.000,25.000,25.000,2.000,2.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
25.000,25.000,25.000,2.000,2.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
25.000,25.000,25.000,25.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
25.000,25.000,25.000,2.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
25.000,25.000,25.000,19.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,25.000
25.000,21.000,19.000,21.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,25.000
8.000,0,0,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,25.000,25.000
0,0,0,0,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,25.000,25.000,25.000
0,0,0,0,0,0,1.000,1.000,1.000,1.000,1.000,4.000,3.000,3.000,3.000,3.000,25.000,25.000,25.000,25.000
0,0,0,0,0,0,0,1.000,1.000,1.000,4.000,4.000,4.000,3.000,3.000,18.000,25.000,25.000,25.000,25.000
0,0,0,0,0,0,0,0,1.000,4.000,4.000,16.000,4.000,16.000,18.000,25.000,25.000,25.000,25.000,25.000
0,0,0,0,0,0,1.000,16.000,16.000,16.000,16.000,16.000,16.000,18.000,25.000,25.000,25.000,25.000,25.000,25.000
