0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.660,0.540,0.480,0.420,0.300,0,0,0,0,0,0,0,0,0
0,0,0,0,0.840,0.780,0.660,0.600,0.480,0.360,0.300,0.180,0.120,0,0,0,0,0,0,0
0,0,0,0.960,0.900,0.780,0.720,0.600,0.480,0.360,0.240,0.180,0.060,0,0,0,0,0,0,0
0,0,0.960,1.020,0.960,0.840,0.720,0.600,0.480,0.360,0.240,0.120,0.060,0,0,0,0,0,0,0
0,0,1.140,1.080,1.020,0.960,0.840,0.660,0.480,0.300,0.180,0.060,0,0,0,0,0,0,0,0
0,0.960,1.200,1.200,1.140,1.080,0.960,0.720,0.480,0.300,0.060,0,0,0,0,0,0,0,0,0
0,0,0,1.320,1.260,1.200,1.140,0.900,0.540,0.180,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.260,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
