49.000,36.000,36.000,37.000,37.000,37.000,37.000,37.000,37.000,49.000,39.000,39.000,39.000,39.000,39.000,39.000,49.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.000,41.000,41.000,41.000,41.000,49.000,49.000
49.000,36.000,36.000,36.000,37.000,37.000,37.000,37.000,37.000,37.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.000,2.000,3.000,41.000,41.000,41.000,42.000
36.000,36.000,36.000,36.000,36.000,36.000,37.000,37.000,37.000,37.000,37.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,2.000,2.000,2.000,3.000,3.000,41.000,41.000,42.000
36.000,36.000,36.000,36.000,36.000,36.000,37.000,37.000,37.000,37.000,37.000,37.000,38.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,4.000,42.000
36.000,36.000,36.000,36.000,36.000,36.000,37.000,37.000,37.000,37.000,37.000,37.000,38.000,38.000,38.000,38.000,39.000,1.000,1.000,1.000,1.000,1.000,49.000,49.000,41.000,0,0,0,0,0,0,3.000,3.000,3.000,3.000,3.000,3.000,4.000,4.000,4.000
36.000,36.000,36.000,36.000,36.000,36.000,37.000,37.000,37.000,37.000,37.000,37.000,38.000,38.000,38.000,38.000,38.000,38.000,39.000,39.000,39.000,39.000,39.000,39.000,49.000,0,0,0,0,0,0,3.000,3.000,3.000,3.000,3.000,4.000,4.000,4.000,4.000
36.000,36.000,36.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,39.000,39.000,39.000,39.000,39.000,39.000,40.000,0,0,0,0,0,0,3.000,3.000,3.000,3.000,4.000,4.000,4.000,4.000,4.000
49.000,49.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,39.000,39.000,39.000,39.000,39.000,39.000,40.000,49.000,0,0,0,0,0,3.000,3.000,3.000,4.000,4.000,4.000,4.000,4.000,4.000
49.000,49.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,39.000,39.000,39.000,39.000,39.000,40.000,49.000,49.000,49.000,0,0,0,0,0,3.000,3.000,3.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
49.000,49.000,49.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,38.000,39.000,39.000,39.000,39.000,39.000,49.000,49.000,49.000,49.000,49.000,49.000,0,0,0,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
17.000,17.000,17.000,49.000,38.000,38.000,38.000,18.000,18.000,38.000,38.000,38.000,39.000,39.000,39.000,39.000,34.000,34.000,49.000,49.000,34.000,49.000,49.000,34.000,0,0,0,0,0,45.000,45.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
17.000,17.000,17.000,49.000,49.000,38.000,38.000,18.000,18.000,18.000,18.000,18.000,49.000,49.000,34.000,34.000,34.000,34.000,34.000,34.000,34.000,34.000,34.000,34.000,0,0,0,0,0,45.000,44.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
17.000,17.000,17.000,49.000,49.000,49.000,38.000,18.000,18.000,18.000,18.000,18.000,18.000,49.000,16.000,34.000,16.000,34.000,34.000,34.000,34.000,34.000,0,0,0,0,0,0,45.000,44.000,44.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
17.000,17.000,17.000,49.000,49.000,49.000,18.000,18.000,18.000,18.000,18.000,18.000,49.000,49.000,49.000,34.000,34.000,16.000,34.000,34.000,34.000,0,0,0,0,0,0,0,44.000,44.000,44.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
17.000,17.000,17.000,49.000,49.000,49.000,18.000,18.000,18.000,18.000,18.000,18.000,49.000,49.000,49.000,49.000,34.000,34.000,16.000,34.000,34.000,0,0,0,0,0,0,34.000,44.000,44.000,43.000,4.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000,5.000
