(-0.715217, 0.791881)
(-0.509859, 0.659281)
(-0.770871, 0.635207)
(-0.775152, 0.758582)
(-0.715251, 0.791883)
(-0.505407, 0.667970)
(-0.770879, 0.635210)
(-0.775161, 0.758584)
(-0.715285, 0.791885)
(-0.500955, 0.676659)
(-0.770888, 0.635214)
(-0.775170, 0.758587)
(-0.715319, 0.791887)
(-0.496503, 0.685349)
(-0.770897, 0.635217)
(-0.775179, 0.758590)
(-0.715353, 0.791889)
(-0.492051, 0.694038)
(-0.770905, 0.635221)
(-0.775188, 0.758593)
(-0.715387, 0.791892)
(-0.487600, 0.702727)
(-0.770914, 0.635224)
(-0.775197, 0.758596)
(-0.715421, 0.791894)
(-0.483148, 0.711417)
(-0.770922, 0.635228)
(-0.775206, 0.758599)
(-0.715455, 0.791896)
(-0.478696, 0.720106)
(-0.770931, 0.635231)
(-0.775215, 0.758602)
(-0.715489, 0.791898)
(-0.474244, 0.728795)
(-0.770939, 0.635235)
(-0.775224, 0.758605)
(-0.715523, 0.791900)
(-0.469792, 0.737485)
(-0.770948, 0.635238)
(-0.775233, 0.758608)
(-0.715557, 0.791903)
(-0.465340, 0.746174)
(-0.770957, 0.635242)
(-0.775242, 0.758611)
(-0.715591, 0.791905)
(-0.460888, 0.754863)
(-0.770965, 0.635245)
(-0.775251, 0.758614)
(-0.715625, 0.791907)
(-0.456436, 0.763553)
(-0.770974, 0.635249)
(-0.775260, 0.758617)
(-0.715658, 0.791909)
(-0.451984, 0.772242)
(-0.775269, 0.758620)
(-0.715692, 0.791911)
(-0.447532, 0.780931)
(-0.775277, 0.758623)
(-0.715726, 0.791914)
(-0.443080, 0.789621)
(-0.775286, 0.758626)
(-0.715760, 0.791916)
(-0.438628, 0.798310)
(-0.715794, 0.791918)
(-0.434176, 0.806999)
(-0.715862, 0.791922)
(-0.775322, 0.758637)
(-0.715896, 0.791924)
(-0.775331, 0.758640)
(-0.715930, 0.791927)
(-0.775340, 0.758643)
(-0.715964, 0.791929)
(-0.775349, 0.758646)
(-0.715998, 0.791931)
(-0.771068, 0.635287)
(-0.775358, 0.758649)
(-0.716032, 0.791933)
(-0.775367, 0.758652)
(-0.716066, 0.791935)
(-0.775376, 0.758655)
(-0.716100, 0.791938)
(-0.775385, 0.758658)
(-0.716134, 0.791940)
(-0.775394, 0.758661)
(-0.716168, 0.791942)
(-0.775403, 0.758664)
(-0.716202, 0.791944)
(-0.775412, 0.758667)
(-0.716236, 0.791946)
(-0.775421, 0.758670)
(-0.716270, 0.791949)
(-0.775429, 0.758673)
(-0.716304, 0.791951)
(-0.775438, 0.758675)
(-0.775447, 0.758678)
(-0.775456, 0.758681)
(-0.771189, 0.635335)
(-0.771197, 0.635338)
(-0.771206, 0.635342)
(-0.771214, 0.635345)
(0.078062, 0.221048)
(-0.121558, 0.391097)
(0.078090, 0.220987)
(-0.121615, 0.391086)
(0.078117, 0.220927)
(-0.121671, 0.391075)
(0.078145, 0.220866)
(-0.121727, 0.391064)
(0.078173, 0.220806)
(-0.121783, 0.391053)
(0.078200, 0.220745)
(-0.121840, 0.391042)
(0.078228, 0.220684)
(-0.121896, 0.391031)
(0.078256, 0.220624)
(-0.121952, 0.391020)
(0.078283, 0.220563)
(-0.122009, 0.391009)
(0.078311, 0.220503)
(-0.122065, 0.390997)
(0.078339, 0.220442)
(-0.122121, 0.390986)
(0.078366, 0.220381)
(-0.122177, 0.390975)
(0.078394, 0.220321)
(-0.122234, 0.390964)
(0.473139, 0.326159)
(0.078421, 0.220260)
(-0.122290, 0.390953)
(0.464865, 0.328073)
(0.078449, 0.220200)
(0.456590, 0.329988)
(0.078477, 0.220139)
(0.462253, 0.007554)
(0.448316, 0.331902)
(0.078504, 0.220078)
(0.456428, 0.009442)
(0.440042, 0.333816)
(0.078532, 0.220018)
(0.450604, 0.011329)
(0.431768, 0.335730)
(0.078560, 0.219957)
(0.444780, 0.013216)
(0.078587, 0.219897)
(0.438955, 0.015104)
(0.078615, 0.219836)
(0.433131, 0.016991)
(0.078643, 0.219775)
(0.427306, 0.018879)
(0.078670, 0.219715)
(0.421482, 0.020766)
(0.078698, 0.219654)
(0.415657, 0.022654)
(0.078725, 0.219594)
(0.409833, 0.024541)
(0.079290, 0.220772)
(0.404008, 0.026428)
(0.080151, 0.222691)
(0.398184, 0.028316)
(0.081013, 0.224611)
(0.081874, 0.226530)
(0.082735, 0.228449)
(0.356979, -0.612885)
(0.356982, -0.612914)
(0.356986, -0.612944)
(0.356990, -0.612973)
(0.356994, -0.613003)
(0.395159, -0.679956)
(0.356997, -0.613032)
(0.395161, -0.679971)
(0.357001, -0.613061)
(0.395164, -0.679987)
(0.357005, -0.613091)
(0.395166, -0.680003)
(0.357009, -0.613120)
(0.395168, -0.680018)
(0.357012, -0.613149)
(0.395170, -0.680034)
(0.357016, -0.613179)
(0.395173, -0.680050)
(0.357020, -0.613208)
(0.395175, -0.680065)
(0.357024, -0.613238)
(0.349567, -0.842185)
(0.395177, -0.680081)
(0.357027, -0.613267)
(0.349585, -0.842225)
(0.395180, -0.680097)
(0.357031, -0.613296)
(0.349603, -0.842264)
(0.395182, -0.680112)
(0.357035, -0.613326)
(0.349622, -0.842303)
(0.395184, -0.680128)
(0.357038, -0.613355)
(0.349640, -0.842343)
(0.395186, -0.680144)
(0.357042, -0.613384)
(0.349658, -0.842382)
(0.395189, -0.680159)
(0.357046, -0.613414)
(0.349677, -0.842421)
(0.395191, -0.680175)
(0.357050, -0.613443)
(0.349695, -0.842461)
(0.784614, -0.707363)
(0.707675, -0.800301)
(0.395193, -0.680191)
(0.357053, -0.613473)
(0.349714, -0.842500)
(0.784630, -0.707365)
(0.707680, -0.800309)
(0.395196, -0.680206)
(0.357057, -0.613502)
(0.349732, -0.842539)
(0.784647, -0.707366)
(0.707684, -0.800316)
(0.395198, -0.680222)
(0.357061, -0.613531)
(0.349750, -0.842579)
(0.784664, -0.707368)
(0.707688, -0.800324)
(0.395200, -0.680238)
(0.357065, -0.613561)
(0.349769, -0.842618)
(0.784681, -0.707370)
(0.707693, -0.800332)
(0.395203, -0.680253)
(0.357068, -0.613590)
(0.349787, -0.842657)
(0.707697, -0.800340)
(0.395205, -0.680269)
(0.357072, -0.613619)
(0.349805, -0.842697)
(0.707701, -0.800347)
(0.395207, -0.680285)
(0.357076, -0.613649)
(0.349824, -0.842736)
(0.707705, -0.800355)
(0.395209, -0.680300)
(0.357080, -0.613678)
(0.349842, -0.842775)
(0.707710, -0.800363)
(0.395212, -0.680316)
(0.357083, -0.613708)
(0.349860, -0.842815)
(0.707714, -0.800371)
(0.395214, -0.680332)
(0.357087, -0.613737)
(0.349879, -0.842854)
(0.707718, -0.800378)
(0.395216, -0.680347)
(0.357091, -0.613766)
(0.349897, -0.842894)
(0.707723, -0.800386)
(0.395219, -0.680363)
(0.357095, -0.613796)
(0.349915, -0.842933)
(0.707727, -0.800394)
(0.395221, -0.680379)
(0.357098, -0.613825)
(0.349934, -0.842972)
(0.707731, -0.800402)
(0.395223, -0.680394)
(0.357102, -0.613855)
(0.349952, -0.843012)
(0.707735, -0.800409)
(0.395226, -0.680410)
(0.357106, -0.613884)
(0.349970, -0.843051)
(0.707740, -0.800417)
(0.395228, -0.680426)
(0.357110, -0.613913)
(0.349989, -0.843090)
(0.707744, -0.800425)
(0.395230, -0.680441)
(0.357113, -0.613943)
(0.350007, -0.843130)
(0.707748, -0.800433)
(0.395232, -0.680457)
(0.357117, -0.613972)
(0.350025, -0.843169)
(0.707753, -0.800440)
(0.395235, -0.680473)
(0.350044, -0.843208)
(0.395237, -0.680488)
(0.350062, -0.843248)
(0.707761, -0.800456)
(0.395239, -0.680504)
(0.350080, -0.843287)
(0.395242, -0.680520)
(0.350099, -0.843326)
(0.395244, -0.680536)
(0.350117, -0.843366)
(0.395246, -0.680551)
(0.350135, -0.843405)
(0.350154, -0.843444)
(0.350172, -0.843484)
(0.350191, -0.843523)
(0.350209, -0.843562)
(0.350227, -0.843602)
(0.350246, -0.843641)
(0.350264, -0.843680)
(0.707860, -0.800634)
(0.707864, -0.800642)
(0.707868, -0.800650)
(0.785418, -0.707442)
(0.785434, -0.707444)
(0.785451, -0.707446)
(0.785468, -0.707447)
(0.785485, -0.707449)
(0.785501, -0.707451)
(0.785518, -0.707452)
(-0.468462, -0.759162)
(-0.468466, -0.759182)
(-0.468469, -0.759202)
(-0.203499, -0.839605)
(-0.468473, -0.759222)
(-0.203876, -0.840669)
(-0.468476, -0.759243)
(-0.204254, -0.841733)
(-0.468480, -0.759263)
(-0.204632, -0.842797)
(-0.468483, -0.759283)
(-0.205009, -0.843861)
(-0.468487, -0.759303)
(-0.205387, -0.844925)
(-0.468490, -0.759323)
(-0.205765, -0.845989)
(-0.468494, -0.759343)
(-0.206142, -0.847053)
(-0.468497, -0.759363)
(-0.206520, -0.848117)
(-0.468501, -0.759383)
(-0.206898, -0.849182)
(-0.468505, -0.759403)
(-0.207275, -0.850246)
(-0.468508, -0.759423)
(-0.207653, -0.851310)
(-0.468512, -0.759443)
(-0.208031, -0.852374)
(-0.468515, -0.759463)
(-0.208408, -0.853438)
(-0.468519, -0.759483)
(-0.208786, -0.854502)
(-0.209164, -0.855566)
(-0.209541, -0.856630)
(-0.468540, -0.759604)
(-0.468543, -0.759624)
(-0.468547, -0.759644)
(-0.468550, -0.759664)
(-0.468554, -0.759684)
(-0.468557, -0.759704)
(-0.468561, -0.759724)
(-0.468564, -0.759744)
(-0.957349, -0.373264)
(-0.468568, -0.759765)
(-0.955705, -0.370787)
(-0.468571, -0.759785)
(-0.954061, -0.368311)
(-0.468575, -0.759805)
(-0.952417, -0.365834)
(-0.468578, -0.759825)
(-0.950773, -0.363358)
(-0.949129, -0.360882)
(-0.947485, -0.358405)
(-0.945841, -0.355929)
(-0.944197, -0.353452)
(-0.942553, -0.350976)
(-0.940909, -0.348500)
(-0.939265, -0.346023)
(-0.937621, -0.343547)
(-0.935977, -0.341070)
(-0.934333, -0.338594)
(-0.932689, -0.336118)
(-0.931045, -0.333641)
(-0.929401, -0.331165)
(-0.927757, -0.328688)
(-0.926113, -0.326212)
(-0.924469, -0.323736)
(-0.922825, -0.321259)
(-0.921181, -0.318783)
(-0.919537, -0.316306)
(-0.917893, -0.313830)
(-0.916249, -0.311354)
(-0.914605, -0.308877)
(-0.912961, -0.306401)
(-0.911317, -0.303925)
(-0.909673, -0.301448)
(-0.908029, -0.298972)
(-0.906385, -0.296495)
(-0.904741, -0.294019)
(-0.903097, -0.291543)
(-0.901453, -0.289066)
(-0.899809, -0.286590)
(-0.898165, -0.284113)
(-0.896521, -0.281637)
(-0.894877, -0.279161)
(-0.893233, -0.276684)
(0.686866, -0.622298)
(0.690390, -0.620708)
(0.693915, -0.619118)
(0.697439, -0.617529)
(0.700963, -0.615939)
(0.704488, -0.614349)
(0.708012, -0.612759)
(0.711537, -0.611169)
(0.715061, -0.609579)
(0.718585, -0.607989)
(0.722110, -0.606399)
(0.725634, -0.604809)
(0.729159, -0.603219)
(0.732683, -0.601629)
(0.736207, -0.600040)
(0.739732, -0.598450)
(0.743256, -0.596860)
(0.746780, -0.595270)
(0.750305, -0.593680)
(0.753829, -0.592090)
(0.757354, -0.590500)
(0.760878, -0.588910)
(0.764402, -0.587320)
(0.767927, -0.585730)
(0.771451, -0.584141)
(0.774976, -0.582551)
(0.778500, -0.580961)
(0.782024, -0.579371)
(0.785549, -0.577781)
(0.789073, -0.576191)
(0.792597, -0.574601)
(0.796122, -0.573011)
(0.799646, -0.571421)
(0.803171, -0.569831)
(0.806695, -0.568242)
(0.810219, -0.566652)
(0.813744, -0.565062)
(0.817268, -0.563472)
(0.820792, -0.561882)
(0.824317, -0.560292)
(0.827841, -0.558702)
(0.831366, -0.557112)
(0.834890, -0.555522)
(0.838414, -0.553932)
(0.841939, -0.552342)
(0.633021, 0.834793)
(0.633025, 0.834816)
(0.633029, 0.834838)
(0.633033, 0.834861)
(0.633037, 0.834883)
(0.633041, 0.834906)
(0.633046, 0.834928)
(0.633050, 0.834951)
(0.633054, 0.834973)
(0.633058, 0.834996)
(0.633062, 0.835018)
(0.633066, 0.835041)
(0.633070, 0.835063)
(0.633074, 0.835086)
(0.633078, 0.835108)
(0.633082, 0.835131)
(0.633086, 0.835153)
(0.633090, 0.835176)
(0.633095, 0.835199)
(0.633099, 0.835221)
(0.633103, 0.835244)
(0.633107, 0.835266)
(0.633111, 0.835289)
(0.633115, 0.835311)
(0.633119, 0.835334)
(0.633123, 0.835356)
(0.633127, 0.835379)
(0.633131, 0.835401)
(0.633135, 0.835424)
(0.633140, 0.835446)
